kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
4048494,1,,0.658164,3.38541e-05,131.529,0.0127166,0.9771,0.5168,1.092,8.91,10.94,5.291,2.665,1.072,1.63,4060.0,718.0,,,7852.0,311.0,3.92,0.22,2.518,0.868
6531801,1,,0.985598,1.24258e-05,131.749,0.00212972,0.5,1.889,2.796,0.5859,52.52,8.204,7.787,1.039,0.2273,2570.0,824.0,,,7229.0,320.0,4.28,0.36,1.38,0.876
5652893,1,,14.0095,6.5852e-05,132.968,0.00396725,0.8629,0.5068,3.479,0.5018,162.8,8.886,20.31,1.142,0.4723,617.0,23.7,,,5153.0,105.0,4.55,0.04,0.767,0.05
11709124,1,,20.5498,2.65363e-05,137.849,0.00107008,0.7612,0.07109,5.643,0.1223,1583.0,16.63,98.16,4.216,0.127,657.0,64.9,,,5688.0,108.0,4.42,0.15,0.971,0.188
4947726,2,,4.72609,5.60945e-07,135.525,8.57477e-05,0.8589,0.00115,3.258,0.005842,15040.0,31.01,669.8,12.32,0.02293,1040.0,196.0,,,5887.0,174.0,4.54,0.27,0.866,0.324
7948784,1,,10.0875,2.15596e-05,135.135,0.00171182,0.006365,343.8,2.646,0.2238,553.2,16.42,35.97,2.678,1.163,956.0,226.0,,,6343.0,236.0,4.41,0.29,1.137,0.53
10191056,1,,1.21375,0.0,131.743,0.0,0.1,0.0,3.5,0.0,66410.0,0.0,-1.0,45.7,0.0,2530.0,0.0,,,6782.0,248.0,4.08,0.27,1.751,0.844
12206313,3,,184.262,0.00201405,255.227,0.00898212,0.694,1.063,11.82,1.085,302.1,17.83,16.84,2.394,0.6859,380.0,40.8,,,6115.0,129.0,4.25,0.14,1.291,0.272
2019477,4,,3.02213,5.7451e-05,134.327,0.0125989,0.3391,14.11,9.04,8.17,23.67,3.078,8.83,0.4069,0.4943,1160.0,437.0,,,5529.0,179.0,4.46,0.46,0.834,0.627
7966705,1,,5.3682,7.08813e-05,134.459,0.00964333,0.4832,2.498,16.32,4.686,104.5,16.62,6.473,0.7869,0.3386,841.0,80.0,,,5066.0,161.0,4.53,0.39,0.764,0.137
11759297,3,,0.503719,1.18138e-05,131.549,0.00122907,0.3001,6.362,1.504,0.4309,244.3,31.39,17.64,4.139,1.603,3950.0,777.0,,,6720.0,280.0,3.82,0.31,2.598,0.998
5653849,1,,111.039,0.000124989,152.786,0.000785912,0.687,0.001893,37.51,0.04991,34110.0,52.28,730.2,15.34,0.01714,335.0,123.0,,,5470.0,194.0,4.51,0.51,0.777,0.567
11456279,3,,0.925031,1.49353e-05,131.75,0.00458684,0.87,0.8332,3.241,7.729,17.26,1.681,11.31,0.752,0.3422,2780.0,1120.0,,,7338.0,336.0,4.22,0.45,1.593,1.273
6619815,1,,65.9408,0.000698213,166.029,0.00834825,0.4935,5.906,7.712,1.616,578.3,34.64,17.22,2.365,1.935,454.0,83.1,,,5982.0,205.0,4.49,0.27,0.96,0.345
9762713,2,,0.542914,8.70909e-06,132.058,0.00121794,0.5,2.073,1.263,0.1852,66.65,6.866,15.62,1.495,0.3541,3410.0,1340.0,,,7194.0,260.0,4.15,0.43,1.758,1.374
10874226,1,,11.9736,5.39732e-06,139.251,0.00035658,0.9887,0.04657,2.617,0.03543,4824.0,33.05,177.7,11.21,3.153,820.0,171.0,,,6146.0,200.0,4.5,0.3,0.943,0.389
8822421,1,,1.64531,1.87692e-06,132.13,0.00033305,0.9,0.03157,1.813,0.06356,1185.0,33.16,52.26,3.141,0.1256,1300.0,184.0,,,5423.0,171.0,4.59,0.16,0.759,0.209
12115810,1,,0.62549,0.0,131.623,0.0,0.1,0.0,1.5,0.0,697.4,0.0,-1.0,4.486,0.0,3280.0,0.0,,,7390.0,321.0,4.17,0.39,1.669,1.149
1575873,1,,0.629008,7.19127e-06,131.551,0.00121007,0.1038,39.22,1.421,0.48,18.43,1.878,15.74,0.7839,0.5888,3160.0,745.0,,,6734.0,215.0,4.06,0.27,1.804,0.842
8009350,1,,13.7521,3.09096e-05,143.032,0.0018792,0.8803,0.076,2.941,0.2283,1252.0,36.56,36.83,2.977,0.2495,557.0,36.9,,,4797.0,150.0,4.61,0.06,0.701,0.082
12784167,1,,1.84787,2.60853e-06,132.206,0.000654203,0.2834,4.049,1.841,0.04218,300.0,7.754,49.61,1.481,0.4097,1380.0,247.0,,,5770.0,153.0,4.55,0.26,0.853,0.302
3864417,2,,0.636865,3.73371e-05,131.727,0.0085007,0.2809,52.85,1.528,1.76,327.6,160.6,4.924,3.276,9.137,3230.0,1100.0,,,7084.0,278.0,4.12,0.38,1.772,1.197
6620691,1,,459.337,0.0131251,260.176,0.0213013,0.4173,24.96,3.927,3.539,992.0,290.9,3.642,2.713,6.952,228.0,49.4,,,5997.0,182.0,4.55,0.31,0.845,0.363
12833701,1,,6.04689,0.00014372,131.996,0.0199079,0.4664,6.134,17.41,9.82,121.9,12.6,9.66,0.7553,0.6684,791.0,86.3,,,5275.0,213.0,4.64,0.11,0.676,0.137
8314392,3,,0.901363,2.07676e-05,132.038,0.00669951,0.1,148.7,2.214,3.29,15.08,4.595,5.286,0.5728,1.553,2560.0,804.0,,,6793.0,269.0,4.23,0.35,1.46,0.909
8389948,2,,1.00599,7.56814e-06,131.812,0.0021082,0.5007,0.4774,2.419,0.1124,4.188,0.3938,13.98,0.9417,0.06394,5010.0,1130.0,,,8939.0,396.0,3.58,0.35,4.413,1.946
3102000,2,,57.06,0.00019905,168.766,0.00289099,0.7216,0.07698,7.683,0.2068,3811.0,75.76,49.93,5.719,0.1572,455.0,76.6,,,5933.0,167.0,4.55,0.24,0.861,0.286
8178778,1,,0.957076,1.1854e-05,132.45,0.00146005,0.9059,0.2302,2.132,0.9198,39.86,6.434,7.649,1.23,0.2551,2740.0,825.0,,,7012.0,259.0,4.14,0.34,1.669,0.999
5528773,3,,2.28864,3.38785e-05,132.473,0.0086064,0.2636,15.44,5.615,2.555,22.72,3.015,9.144,0.7016,0.5161,1980.0,759.0,,,7299.0,347.0,4.27,0.42,1.444,1.098
1296164,2,,1.96089,4.09052e-05,132.352,0.0155297,0.9907,0.00384,2.722,0.2163,47.83,5.865,10.49,1.625,0.1398,2170.0,626.0,,,6972.0,293.0,4.12,0.32,1.699,0.97
10206643,1,,0.691362,2.25011e-05,131.615,0.011319,0.9048,1.716,2.187,14.48,64.21,17.21,4.684,1.965,2.546,3650.0,625.0,,,7542.0,306.0,3.97,0.23,2.112,0.703
7289068,2,,0.99832,7.01948e-06,131.949,0.0013962,0.5001,1.302,1.259,0.04818,24.99,2.381,14.36,1.017,0.1411,3540.0,933.0,,,9103.0,393.0,4.18,0.35,1.943,1.011
6388333,3,,0.635888,8.61975e-06,131.585,0.000698115,0.8987,0.1552,1.236,0.06211,481.6,44.5,20.39,3.138,0.446,2530.0,823.0,,,6338.0,195.0,4.3,0.34,1.216,0.789
10090345,1,,1.19929,6.09476e-05,132.637,0.0165944,0.9014,1.047,3.974,19.17,3.842,1.279,3.294,0.5363,0.429,3100.0,527.0,,,7416.0,315.0,3.92,0.23,2.341,0.77
8256049,1,,16.3719,2.30513e-05,140.018,0.00114461,0.3158,2.629,2.952,0.2679,3252.0,64.97,62.48,3.33,0.8874,438.0,29.6,,,4187.0,137.0,4.66,0.07,0.592,0.07
3971315,2,,9.89224,7.26323e-06,131.748,0.000589736,0.9998,0.02974,4.204,0.02859,1683.0,29.88,159.2,7.761,2.173,908.0,187.0,,,6225.0,193.0,4.46,0.28,1.009,0.41
9364609,1,,14.9744,4.85908e-05,141.499,0.00267804,0.4294,4.01,2.392,0.1527,275.6,12.11,24.11,1.336,0.7237,631.0,28.8,,,5311.0,111.0,4.53,0.06,0.8,0.065
6152521,2,,0.949643,1.37943e-05,132.19,0.0028419,0.1888,38.68,1.346,0.2713,42.81,7.557,7.858,0.9783,1.358,2500.0,724.0,,,6680.0,275.0,4.2,0.32,1.474,0.845
6946871,3,,2.17314,1.93818e-05,132.609,0.00510527,0.9221,0.03714,6.42,1.187,48.9,3.488,15.57,1.409,0.07362,2020.0,549.0,,,6706.0,202.0,4.11,0.31,1.696,0.915
9395222,3,,3.1675,6.15564e-05,134.461,0.0118153,0.9226,0.2644,7.018,5.469,17.24,2.712,6.66,0.822,0.2126,1910.0,657.0,,,7351.0,324.0,4.17,0.39,1.679,1.148
9839081,1,,2.55925,1.99155e-07,132.26,3.23568e-05,0.8995,0.005442,1.513,0.00698,11000.0,30.81,571.8,11.51,0.1878,1300.0,275.0,,,5955.0,176.0,4.53,0.3,0.883,0.371
5360974,2,,29.8044,0.000429393,145.62,0.0130976,0.001482,8830.0,4.3,1.531,385.4,56.97,9.842,1.584,5.484,505.0,103.0,,,5223.0,216.0,4.49,0.35,0.827,0.332
8256044,1,,16.3719,4.27533e-06,140.019,0.000285486,0.9045,0.04207,3.455,0.00881,69620.0,125.8,637.8,53.95,4.248,841.0,193.0,,,5642.0,190.0,4.11,0.28,1.415,0.642
2437783,1,,7.45345,1.43282e-05,131.735,0.00116437,0.9237,0.251,4.123,0.03281,79620.0,501.8,158.8,42.35,18.79,933.0,0.000598,,,5780.0,0.0,4.44,0.0,1.0,0.0
10215869,2,,5.01723,3.66307e-06,131.983,0.00043337,0.8322,0.004081,4.193,0.01953,7658.0,33.54,275.1,10.88,0.03646,1250.0,291.0,,,6520.0,261.0,4.39,0.29,1.107,0.509
10330435,2,,7.64418,0.000115665,133.427,0.0114296,0.8773,0.1536,14.44,1.64,45.07,3.773,12.14,2.174,0.2375,1640.0,342.0,,,6614.0,258.0,3.75,0.34,2.823,1.156
10862889,1,,4.93762,5.93135e-05,134.155,0.00849393,0.3004,2.484,14.9,2.048,4.875,0.5325,9.203,0.6743,0.09622,2470.0,412.0,,,8665.0,344.0,3.79,0.24,2.985,0.967
10789864,2,,2.81997,2.36536e-05,133.275,0.00476329,0.4751,2.644,3.028,0.1669,29.94,3.433,9.552,1.789,0.4526,3080.0,645.0,,,9063.0,417.0,3.84,0.24,3.143,1.285
10272442,1,,24.5435,7.57126e-05,138.832,0.00255954,0.3782,2.192,7.361,0.478,1092.0,22.78,48.64,3.042,0.6238,616.0,117.0,,,5955.0,172.0,4.52,0.28,0.91,0.342
7503885,1,,91.0819,0.00149708,213.744,0.0142247,0.9194,0.04772,9.614,0.8094,640.0,43.12,15.79,3.082,0.2166,415.0,87.1,,,5915.0,208.0,4.44,0.28,1.008,0.417
3120431,1,,1.67093,3.75813e-06,131.547,0.00109451,0.4794,4.176,2.651,0.09693,480.8,16.28,36.86,1.783,1.225,1290.0,208.0,,,5290.0,184.0,4.56,0.19,0.804,0.252
4164994,1,,10.5068,3.63334e-06,139.439,0.000306285,0.5392,0.04076,3.864,0.03184,13780.0,45.26,326.5,9.389,0.08883,670.0,72.4,,,5122.0,209.0,4.58,0.13,0.784,0.157
5535792,3,,1.03337,1.09028e-05,132.492,0.00327314,0.1427,32.01,3.048,2.029,34.55,3.754,12.33,0.9955,0.8244,2650.0,653.0,,,6854.0,231.0,4.11,0.28,1.674,0.818
5774557,1,,0.748288,5.56963e-06,132.179,0.00166431,0.7074,1.44,2.424,1.537,97.84,7.356,17.8,2.2,0.7275,3350.0,863.0,,,7262.0,317.0,4.01,0.29,2.071,1.051
7383764,3,,2.45723,2.38105e-05,132.36,0.00540582,0.9237,0.09997,6.535,2.932,18.07,1.708,13.23,0.719,0.08344,1750.0,491.0,,,6493.0,266.0,4.21,0.3,1.417,0.786
10257229,1,,5.75648,4.02109e-05,136.981,0.00514846,0.5393,2.786,2.352,0.1608,55.14,6.003,9.714,0.7948,0.3348,1090.0,231.0,,,6210.0,191.0,4.45,0.28,1.033,0.432
6762992,3,,0.562148,9.40306e-06,131.841,0.000936315,0.3,9.005,0.6341,0.0922,851.7,109.2,13.61,10.3,5.83,4810.0,900.0,,,7666.0,302.0,3.67,0.29,3.404,1.244
4456622,1,,0.751408,1.10548e-07,131.949,2.49634e-05,0.9547,0.009479,1.967,0.003948,15610.0,26.72,876.9,17.3,0.583,1930.0,401.0,,,5697.0,173.0,4.46,0.27,0.903,0.372
9306998,3,,6.80884,0.000153731,133.189,0.016627,0.3244,15.35,9.502,1.538,31.86,4.299,7.911,1.193,1.117,1730.0,573.0,,,8074.0,333.0,4.09,0.39,2.069,1.359
6869345,1,,0.872108,1.35747e-05,131.867,0.00386505,0.3,8.235,3.14,2.031,14.02,2.23,7.796,0.6647,0.308,2920.0,907.0,,,7177.0,302.0,4.13,0.35,1.739,1.07
8161830,2,,4.40601,5.68751e-05,134.777,0.00924414,0.6797,0.9888,14.02,5.262,31.29,2.389,14.15,0.5001,0.1421,1010.0,173.0,,,5665.0,148.0,4.55,0.24,0.843,0.285
9591070,1,,0.764137,6.7282e-06,131.711,0.00143708,0.7041,0.84,1.254,0.1123,58.66,5.117,15.92,0.9366,0.2147,2260.0,734.0,,,6343.0,237.0,4.41,0.37,1.137,0.734
7377343,1,,7.95443,3.70655e-06,135.488,0.000486894,0.3343,0.231,4.662,0.06243,6492.0,39.91,183.2,9.759,0.1739,1060.0,301.0,,,6217.0,235.0,4.31,0.3,1.196,0.671
9872831,1,,5.49537,2.7439e-05,133.659,0.00370752,0.4067,5.158,2.54,0.1327,84.99,6.413,14.11,1.308,0.6512,1290.0,332.0,,,6157.0,221.0,4.16,0.25,1.392,0.708
12204137,1,,9.54055,5.47161e-05,131.917,0.00465584,0.6776,5.644,1.691,0.7029,456.1,51.81,10.43,1.885,3.504,736.0,116.0,,,5271.0,175.0,4.52,0.2,0.831,0.257
8516686,2,,0.623285,1.09325e-05,132.0,0.0026903,0.09222,89.31,2.017,2.95,7.798,1.081,11.81,0.601,0.8306,4120.0,765.0,,,8454.0,337.0,4.04,0.23,2.119,0.768
10724450,1,,0.74503,1.65447e-05,131.868,0.00605656,0.351,10.28,2.652,2.652,10.48,2.106,6.338,0.3068,0.2767,1980.0,374.0,,,5893.0,181.0,4.5,0.28,0.941,0.351
8591404,1,,2.53613,2.93555e-05,131.562,0.0054158,0.483,3.332,8.378,3.942,51.57,5.724,8.629,1.04,0.3998,1750.0,495.0,,,6613.0,237.0,4.24,0.32,1.404,0.79
6186964,1,,2.16454,5.84306e-06,131.841,0.00120098,0.8998,0.3108,1.441,0.3826,482.0,36.18,19.55,1.42,0.468,771.0,48.1,,,3900.0,110.0,4.71,0.06,0.54,0.06
9150012,4,,1.48448,1.60426e-05,131.764,0.0041061,0.8962,0.2455,4.466,3.272,52.21,6.468,9.419,1.241,0.2373,2300.0,577.0,,,7063.0,266.0,4.18,0.28,1.484,0.737
9757613,1,,12.283,8.89757e-06,133.548,0.000590634,0.2934,1.71,2.805,0.1437,2836.0,30.75,104.6,3.019,0.446,456.0,18.0,,,4035.0,87.0,4.69,0.04,0.573,0.038
9531971,2,,2.87596,5.5794e-05,131.974,0.0121741,0.9005,0.006632,9.531,0.2828,19.74,1.846,10.55,0.7828,0.03692,1720.0,492.0,,,6550.0,226.0,4.18,0.31,1.509,0.857
8167922,2,,1.02592,8.94248e-06,131.999,0.00154994,0.7077,0.3874,3.037,0.4635,31.54,3.59,10.83,0.9941,0.1068,2640.0,878.0,,,6988.0,237.0,4.16,0.37,1.649,1.092
11043136,1,,5.24341,1.51444e-06,131.883,0.000211071,0.9647,0.03409,1.906,0.02496,6809.0,47.77,194.3,11.17,1.934,1020.0,232.0,,,5749.0,206.0,4.44,0.28,0.881,0.395
6366512,1,,0.591626,1.26968e-05,132.1,0.00134297,0.8951,0.2579,1.51,0.8497,24.25,3.921,8.776,1.09,0.2172,3430.0,986.0,,,7068.0,254.0,4.05,0.32,1.911,1.091
9032551,1,,1.94487,2.16391e-05,132.851,0.00582681,0.9161,0.3319,4.124,3.079,21.1,2.243,9.914,0.9059,0.2698,2170.0,694.0,,,7069.0,297.0,4.15,0.36,1.677,1.063
9569838,2,,2.83116,3.47939e-05,134.037,0.00624955,0.2016,18.44,10.01,8.301,21.78,3.082,8.32,0.8386,0.5849,1960.0,401.0,,,6771.0,259.0,4.0,0.28,1.776,0.713
6441729,1,,3.94515,2.80666e-05,133.158,0.00413829,0.5206,1.764,6.944,0.5408,33.34,4.235,8.209,1.343,0.293,2120.0,348.0,,,7556.0,306.0,3.9,0.26,2.237,0.711
3341760,2,,0.523503,1.23042e-05,131.948,0.00178963,0.9047,0.2507,1.007,0.3614,23.09,3.518,11.93,0.6506,0.157,2530.0,677.0,,,6124.0,188.0,4.35,0.31,1.139,0.605
8259061,2,,0.513799,9.61929e-06,131.999,0.000834586,0.7015,1.165,1.653,0.6772,373.7,45.57,11.76,3.477,0.9587,3390.0,1100.0,,,7087.0,328.0,4.15,0.37,1.675,1.08
9418619,1,,6.15025,3.4073e-07,134.423,3.69937e-05,0.9878,0.005884,1.646,0.005566,2071.0,2.718,1019.0,21.38,1.129,2250.0,530.0,,,8914.0,405.0,3.9,0.25,2.867,1.324
9100953,1,,8.70178,7.4803e-05,138.248,0.00722449,0.8958,0.4799,3.164,1.052,313.8,28.52,11.85,1.7,0.8521,750.0,128.0,,,5295.0,211.0,4.55,0.2,0.8,0.266
4275117,1,,1.00652,5.57033e-06,131.714,0.00126699,0.5,2.925,1.366,0.0675,138.4,10.08,18.4,1.081,0.4147,1820.0,363.0,,,6089.0,180.0,4.53,0.29,0.889,0.352
3122188,2,,1.51993,1.35346e-05,132.69,0.00264095,0.4425,2.114,4.687,1.052,34.47,4.341,8.856,1.189,0.3344,2110.0,832.0,,,5299.0,137.0,3.77,0.76,2.005,1.577
9644683,1,,0.585944,7.57037e-06,131.7,0.00116455,0.7423,0.9705,1.086,0.1477,178.3,18.08,16.8,1.164,0.4501,1880.0,307.0,,,5465.0,194.0,4.58,0.2,0.798,0.255
11922678,1,,1.75644,7.12863e-06,132.038,0.00202736,0.2747,7.212,3.092,0.3077,61.49,3.234,22.61,0.9294,0.373,1810.0,477.0,,,6453.0,211.0,4.33,0.3,1.17,0.613
10139691,2,,2.26077,1.67576e-05,132.969,0.00364609,0.9005,0.1936,5.53,2.311,28.69,2.803,11.04,1.543,0.2402,2450.0,426.0,,,7077.0,274.0,3.88,0.25,2.481,0.839
8098120,2,,1.21779,2.45861e-05,131.564,0.00871632,0.9259,0.02622,3.758,0.5079,153.4,20.7,7.431,2.263,0.1576,2480.0,906.0,,,7171.0,321.0,4.22,0.4,1.541,1.118
5731623,1,,3.26177,8.09906e-07,131.778,0.000143436,0.09957,4.409,1.315,0.06249,3789.0,27.4,193.3,5.852,0.5252,1260.0,270.0,,,6131.0,223.0,4.5,0.3,0.945,0.398
3967268,1,,0.912729,2.83611e-05,131.583,0.00531495,0.9021,0.08844,3.079,1.163,54.27,14.2,4.1,2.071,0.3142,3350.0,619.0,,,7232.0,309.0,3.9,0.23,2.413,0.867
6045250,1,,0.909336,5.60906e-06,131.703,0.00110355,0.5,2.349,1.28,0.06409,131.2,10.04,17.8,1.372,0.4097,2190.0,495.0,,,6428.0,273.0,4.38,0.27,1.156,0.512
9578833,2,,0.525572,1.2423e-05,131.861,0.00129629,0.09793,33.57,1.501,0.1681,3002.0,436.5,7.719,10.02,5.822,3520.0,1090.0,,,7211.0,334.0,4.11,0.35,1.799,1.105
6635026,2,,0.545744,7.2098e-06,131.703,0.00191126,0.9021,0.1089,1.82,0.6927,219.3,17.72,21.24,3.965,0.3671,4000.0,821.0,,,7485.0,325.0,3.95,0.24,2.31,0.926
8559863,2,,22.4705,1.2341e-06,131.551,4.46408e-05,0.9832,0.007559,7.43,0.003061,38190.0,13.05,3422.0,23.15,0.4181,523.0,52.9,,,5318.0,165.0,4.62,0.11,0.706,0.136
7202592,1,,1.24678,9.19729e-06,132.692,0.00226061,0.3762,2.955,3.438,0.6332,28.41,2.579,12.93,0.8468,0.1943,2400.0,814.0,,,6937.0,241.0,4.2,0.38,1.552,1.049
6044188,1,,0.566801,0.0,131.792,0.0,0.1,0.0,2.0,0.0,755.5,0.0,-1.0,2.728,0.0,2200.0,0.0,,,5780.0,0.0,4.44,0.0,1.0,0.0
10397751,4,,4.28896,2.80051e-05,132.366,0.00446124,0.6812,1.557,2.483,0.1619,61.76,6.854,9.577,0.6019,0.2712,944.0,144.0,,,5374.0,172.0,4.55,0.48,0.721,0.215
7427780,2,,0.617735,1.22626e-05,132.061,0.00318165,0.9006,0.428,1.869,2.884,13.46,1.897,11.0,0.7365,0.2358,3260.0,1100.0,,,7192.0,284.0,4.15,0.38,1.73,1.155
7186665,1,,8.5594,5.08219e-05,137.22,0.00456184,0.9041,0.2324,4.276,0.523,144.8,8.033,18.07,1.3,0.2682,921.0,179.0,,,6115.0,174.0,4.46,0.28,0.919,0.353
4479949,2,,1.55593,1.72492e-05,132.071,0.00493804,0.002947,1737.0,5.452,5.591,43.0,4.896,10.28,0.866,0.8289,2010.0,445.0,,,6501.0,219.0,4.22,0.24,1.313,0.574
7271007,1,,4.95997,2.62182e-05,132.862,0.00347353,0.4892,1.637,6.103,0.1859,38.26,3.616,10.92,1.167,0.2231,1600.0,360.0,,,6726.0,274.0,4.05,0.26,1.826,0.809
10385438,2,,0.71195,1.33034e-05,132.165,0.00524593,0.6835,2.111,3.046,4.691,23.35,3.873,8.591,0.6188,0.4006,2190.0,401.0,,,5592.0,158.0,4.25,0.22,1.206,0.437
7198881,1,,0.677369,1.17232e-05,132.172,0.00262127,0.2825,11.03,1.813,0.7743,21.47,3.38,8.772,0.5457,0.3746,2350.0,812.0,,,6299.0,230.0,4.4,0.38,1.167,0.801
10534155,1,,4.32708,1.05085e-05,133.411,0.00146238,0.2227,13.94,1.065,0.07457,111.4,8.62,15.82,1.551,1.044,1400.0,418.0,,,5776.0,185.0,4.02,0.43,1.455,0.865
5467126,1,,2.84574,3.2896e-06,134.282,0.000860424,1.0,0.00359,7.023,0.2603,2789.0,464.9,141.0,124.7,12.84,3330.0,735.0,,,4854.0,151.0,2.58,0.35,12.05,5.266
5473584,1,,7.20024,9.94591e-05,135.884,0.0103998,0.007512,1531.0,7.911,0.5362,112.2,12.57,9.092,0.9986,2.37,955.0,191.0,,,5981.0,195.0,4.47,0.28,0.946,0.374
8192637,2,,402.757,0.0149483,373.038,0.0292543,0.1591,9.043,12.12,0.8502,98.43,33.0,3.408,137.7,96.01,1670.0,210.0,,,3291.0,114.0,0.17,0.24,150.6,36.54
3940418,1,,4.783,4.80165e-06,132.246,0.000721147,0.9163,0.01927,2.663,0.09103,1039.0,17.25,68.51,3.23,0.09533,886.0,105.0,,,5170.0,181.0,4.57,0.15,0.807,0.182
10130777,1,,0.650915,7.94638e-06,131.805,0.00178645,0.7018,1.421,1.439,0.364,120.7,13.07,14.23,3.759,1.27,4790.0,879.0,,,8262.0,339.0,3.73,0.29,3.181,1.137
10858803,1,,0.952353,6.49403e-06,132.342,0.00212058,0.007186,366.8,2.518,0.7793,121.3,10.19,16.12,0.8651,0.7564,1440.0,1250.0,,,4754.0,147.0,4.51,0.82,0.821,1.431
11465959,1,,2.52118,3.59345e-05,132.196,0.00867691,0.3206,11.47,5.941,2.427,26.56,3.476,7.932,0.4746,0.3981,1340.0,265.0,,,5938.0,160.0,4.47,0.27,0.913,0.359
9020199,3,,1.35126,2.077e-05,132.245,0.00831936,0.8536,1.023,4.407,7.867,93.12,10.54,8.458,2.247,1.194,2640.0,594.0,,,6905.0,251.0,3.98,0.26,2.062,0.914
10656508,1,,124.036,0.000102706,136.015,0.000741664,0.3867,0.2261,4.872,0.09114,7968.0,48.57,174.7,10.33,0.2194,414.0,138.0,,,6343.0,235.0,4.41,0.38,1.137,0.754
3238245,2,,2.62703,5.00136e-05,133.112,0.0825578,0.7362,0.6861,13.53,14.23,47.09,5.653,10.22,1.31,0.2119,2080.0,638.0,,,7326.0,321.0,4.12,0.35,1.767,1.074
8700506,1,,43.7982,0.0,172.593,0.0,0.1,0.0,5.0,0.0,427300.0,0.0,-1.0,98.92,0.0,777.0,0.0,,,6850.0,276.0,4.08,0.3,1.813,0.939
7199724,1,,0.566798,0.0,131.802,0.0,0.1,0.0,1.5,0.0,758.3,0.0,-1.0,2.752,0.0,2300.0,0.0,,,6108.0,199.0,4.47,0.26,0.997,0.36
6701459,2,,1.88929,1.06537e-05,132.614,0.00225644,0.4999,1.826,6.114,1.639,48.24,3.644,14.99,1.201,0.2533,2180.0,648.0,,,7012.0,264.0,4.14,0.34,1.669,0.983
8382207,1,,1.25882,1.86948e-05,132.396,0.00746881,0.0793,119.5,6.301,24.21,169.0,18.75,9.763,1.287,2.766,1690.0,0.00836,,,5780.0,0.0,4.44,0.0,1.0,0.0
5024138,2,,0.833927,2.05624e-05,131.823,0.00392028,0.7,2.014,1.089,0.1827,40.62,11.26,5.092,0.536,0.2683,1930.0,454.0,,,6150.0,246.0,4.5,0.34,0.781,0.362
10537907,2,,0.613625,8.67455e-06,131.798,0.00123635,0.9,0.4642,1.11,0.1685,361.9,40.42,14.32,8.415,3.322,4930.0,943.0,,,7693.0,293.0,3.59,0.31,3.751,1.406
8703413,1,,6.52642,5.35383e-05,133.335,0.00584618,0.07751,40.35,14.0,3.36,6.566,0.7147,9.542,0.8452,0.4603,2110.0,346.0,,,7928.0,321.0,3.77,0.26,3.267,1.038
11043167,1,,44.9309,0.000211361,140.203,0.00372294,0.271,10.95,6.52,0.7834,441.7,16.29,26.4,2.407,1.67,560.0,78.4,,,6109.0,169.0,4.41,0.2,1.144,0.314
9456985,1,,1.33693,1.23967e-05,132.867,0.00371102,0.5342,2.173,3.597,0.9345,35.25,3.747,10.77,1.068,0.2878,2550.0,922.0,,,7328.0,334.0,4.17,0.41,1.725,1.237
3219256,1,,0.535567,2.03071e-05,132.016,0.00708493,0.9019,1.321,1.784,10.27,28.14,6.975,5.277,2.368,2.349,5050.0,461.0,,,7493.0,158.0,3.59,0.13,3.836,0.682
9767486,1,,1.24271,5.73014e-05,131.726,0.0155981,0.8904,1.606,4.287,27.76,5.01,1.517,3.534,0.686,0.7739,2930.0,546.0,,,6784.0,312.0,3.86,0.24,2.649,0.959
11506654,1,,75.2118,0.000615521,202.301,0.00638544,0.1409,51.49,3.102,0.7076,295.0,26.86,11.4,1.658,2.48,446.0,88.2,,,6122.0,181.0,4.49,0.28,0.964,0.377
4178606,1,,42.3511,0.000109218,131.629,0.00210383,0.7753,0.1102,7.804,0.1992,572.0,22.54,26.85,3.675,0.1701,704.0,210.0,,,6856.0,248.0,4.26,0.34,1.405,0.832
9597345,1,,44.6997,0.000110451,174.821,0.00207679,0.7587,0.1688,6.381,0.2368,842.1,14.96,58.02,3.315,0.2557,500.0,41.1,,,5497.0,104.0,4.39,0.13,1.046,0.167
10732401,1,,0.933711,1.12886e-05,131.54,0.0035782,0.504,3.961,2.591,1.121,55.59,7.838,9.154,0.7755,0.4114,1990.0,390.0,,,6208.0,195.0,4.46,0.27,1.009,0.391
5546761,1,,17.67,0.000112187,131.605,0.00527552,0.8359,0.3454,6.036,0.6289,337.5,15.18,22.62,1.698,0.3364,646.0,114.0,,,5792.0,156.0,4.57,0.24,0.819,0.287
4813563,1,,36.5157,0.000110837,151.291,0.00259966,0.2177,10.41,3.519,0.3333,804.8,29.49,27.16,2.131,1.525,431.0,51.6,,,4915.0,150.0,4.54,0.75,0.773,0.179
7461963,2,,5.30666,6.48673e-05,133.154,0.00851473,0.8477,0.1652,16.29,4.327,13.22,0.9904,13.81,1.425,0.1263,2440.0,419.0,,,8235.0,350.0,3.69,0.28,3.479,1.158
